{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{margarine} -> {butter} (conf: 0.115, supp: 0.007, lift: 2.068, conv: 1.067)
{butter} -> {margarine} (conf: 0.121, supp: 0.007, lift: 2.068, conv: 1.071)
{meat} -> {butter} (conf: 0.118, supp: 0.003, lift: 2.131, conv: 1.071)
{butter} -> {newspapers} (conf: 0.105, supp: 0.006, lift: 1.310, conv: 1.028)
{oil} -> {butter} (conf: 0.127, supp: 0.004, lift: 2.288, conv: 1.082)
{onions} -> {butter} (conf: 0.131, supp: 0.004, lift: 2.367, conv: 1.087)
{other vegetables} -> {butter} (conf: 0.104, supp: 0.020, lift: 1.868, conv: 1.054)
{butter} -> {other vegetables} (conf: 0.361, supp: 0.020, lift: 1.868, conv: 1.263)
{pasta} -> {butter} (conf: 0.162, supp: 0.002, lift: 2.926, conv: 1.127)
{butter} -> {pastry} (conf: 0.138, supp: 0.008, lift: 1.547, conv: 1.056)
{butter} -> {pip fruit} (conf: 0.132, supp: 0.007, lift: 1.746, conv: 1.065)
{processed cheese} -> {butter} (conf: 0.147, supp: 0.002, lift: 2.657, conv: 1.108)
{rice} -> {butter} (conf: 0.240, supp: 0.002, lift: 4.331, conv: 1.243)
{butter} -> {rolls/buns} (conf: 0.242, supp: 0.013, lift: 1.317, conv: 1.077)
{root vegetables} -> {butter} (conf: 0.118, supp: 0.013, lift: 2.138, conv: 1.072)
{butter} -> {root vegetables} (conf: 0.233, supp: 0.013, lift: 2.138, conv: 1.162)
{butter} -> {sausage} (conf: 0.156, supp: 0.009, lift: 1.660, conv: 1.073)
{sliced cheese} -> {butter} (conf: 0.154, supp: 0.004, lift: 2.771, conv: 1.116)
{butter} -> {soda} (conf: 0.160, supp: 0.009, lift: 0.915, conv: 0.982)
{soft cheese} -> {butter} (conf: 0.161, supp: 0.003, lift: 2.900, conv: 1.125)
{butter} -> {tropical fruit} (conf: 0.180, supp: 0.010, lift: 1.714, conv: 1.091)
{whipped/sour cream} -> {butter} (conf: 0.142, supp: 0.010, lift: 2.560, conv: 1.101)
{butter} -> {whipped/sour cream} (conf: 0.183, supp: 0.010, lift: 2.560, conv: 1.137)
{white bread} -> {butter} (conf: 0.101, supp: 0.004, lift: 1.831, conv: 1.051)
{whole milk} -> {butter} (conf: 0.108, supp: 0.028, lift: 1.946, conv: 1.059)
{butter} -> {whole milk} (conf: 0.497, supp: 0.028, lift: 1.946, conv: 1.481)
{yogurt} -> {butter} (conf: 0.105, supp: 0.015, lift: 1.894, conv: 1.055)
{butter} -> {yogurt} (conf: 0.264, supp: 0.015, lift: 1.894, conv: 1.170)
{butter milk} -> {citrus fruit} (conf: 0.160, supp: 0.004, lift: 1.933, conv: 1.092)
{butter milk} -> {cream cheese } (conf: 0.116, supp: 0.003, lift: 2.934, conv: 1.087)
{butter milk} -> {curd} (conf: 0.116, supp: 0.003, lift: 2.184, conv: 1.071)
{butter milk} -> {dessert} (conf: 0.102, supp: 0.003, lift: 2.744, conv: 1.072)
{butter milk} -> {frankfurter} (conf: 0.116, supp: 0.003, lift: 1.973, conv: 1.065)
{butter milk} -> {fruit/vegetable juice} (conf: 0.167, supp: 0.005, lift: 2.314, conv: 1.114)
{butter milk} -> {other vegetables} (conf: 0.371, supp: 0.010, lift: 1.917, conv: 1.282)
{butter milk} -> {pastry} (conf: 0.120, supp: 0.003, lift: 1.349, conv: 1.035)
{butter milk} -> {pip fruit} (conf: 0.182, supp: 0.005, lift: 2.403, conv: 1.130)
{butter milk} -> {rolls/buns} (conf: 0.273, supp: 0.008, lift: 1.483, conv: 1.122)
{butter milk} -> {root vegetables} (conf: 0.182, supp: 0.005, lift: 1.668, conv: 1.089)
{butter milk} -> {sausage} (conf: 0.131, supp: 0.004, lift: 1.393, conv: 1.043)
{butter milk} -> {shopping bags} (conf: 0.138, supp: 0.004, lift: 1.402, conv: 1.046)
{butter milk} -> {soda} (conf: 0.164, supp: 0.005, lift: 0.938, conv: 0.987)
{butter milk} -> {tropical fruit} (conf: 0.196, supp: 0.005, lift: 1.871, conv: 1.114)
{butter milk} -> {whipped/sour cream} (conf: 0.138, supp: 0.004, lift: 1.928, conv: 1.077)
{butter milk} -> {whole milk} (conf: 0.415, supp: 0.012, lift: 1.622, conv: 1.272)
{butter milk} -> {yogurt} (conf: 0.305, supp: 0.009, lift: 2.190, conv: 1.239)
{cake bar} -> {curd} (conf: 0.146, supp: 0.002, lift: 2.743, conv: 1.109)
{cake bar} -> {dessert} (conf: 0.146, supp: 0.002, lift: 3.938, conv: 1.128)
{cake bar} -> {other vegetables} (conf: 0.285, supp: 0.004, lift: 1.471, conv: 1.127)
{cake bar} -> {pastry} (conf: 0.154, supp: 0.002, lift: 1.729, conv: 1.077)
{cake bar} -> {pip fruit} (conf: 0.138, supp: 0.002, lift: 1.830, conv: 1.073)
{cake bar} -> {rolls/buns} (conf: 0.238, supp: 0.003, lift: 1.296, conv: 1.072)
{cake bar} -> {root vegetables} (conf: 0.138, supp: 0.002, lift: 1.270, conv: 1.034)
{cake bar} -> {sausage} (conf: 0.162, supp: 0.002, lift: 1.719, conv: 1.081)
{cake bar} -> {shopping bags} (conf: 0.223, supp: 0.003, lift: 2.264, conv: 1.160)
{cake bar} -> {soda} (conf: 0.338, supp: 0.004, lift: 1.941, conv: 1.248)
{cake bar} -> {tropical fruit} (conf: 0.146, supp: 0.002, lift: 1.393, conv: 1.048)
{cake bar} -> {whole milk} (conf: 0.423, supp: 0.006, lift: 1.656, conv: 1.290)
{cake bar} -> {yogurt} (conf: 0.185, supp: 0.002, lift: 1.323, conv: 1.055)
{candles} -> {margarine} (conf: 0.239, supp: 0.002, lift: 4.075, conv: 1.237)
{candles} -> {other vegetables} (conf: 0.261, supp: 0.002, lift: 1.351, conv: 1.092)
{candles} -> {pastry} (conf: 0.216, supp: 0.002, lift: 2.427, conv: 1.162)
{candles} -> {root vegetables} (conf: 0.193, supp: 0.002, lift: 1.772, conv: 1.104)
{candles} -> {whole milk} (conf: 0.341, supp: 0.003, lift: 1.334, conv: 1.130)
{chocolate} -> {candy} (conf: 0.100, supp: 0.005, lift: 3.359, conv: 1.078)
{candy} -> {chocolate} (conf: 0.167, supp: 0.005, lift: 3.359, conv: 1.140)
{candy} -> {citrus fruit} (conf: 0.129, supp: 0.004, lift: 1.562, conv: 1.053)
{candy} -> {fruit/vegetable juice} (conf: 0.133, supp: 0.004, lift: 1.835, conv: 1.070)
{candy} -> {other vegetables} (conf: 0.231, supp: 0.007, lift: 1.195, conv: 1.049)
{candy} -> {pastry} (conf: 0.122, supp: 0.004, lift: 1.376, conv: 1.038)
{candy} -> {rolls/buns} (conf: 0.238, supp: 0.007, lift: 1.294, conv: 1.071)
{candy} -> {root vegetables} (conf: 0.143, supp: 0.004, lift: 1.311, conv: 1.040)
{candy} -> {sausage} (conf: 0.122, supp: 0.004, lift: 1.303, conv: 1.032)
{candy} -> {shopping bags} (conf: 0.150, supp: 0.004, lift: 1.519, conv: 1.060)
{candy} -> {soda} (conf: 0.289, supp: 0.009, lift: 1.658, conv: 1.161)
{candy} -> {tropical fruit} (conf: 0.180, supp: 0.005, lift: 1.718, conv: 1.092)
{candy} -> {whipped/sour cream} (conf: 0.119, supp: 0.004, lift: 1.661, conv: 1.054)
{candy} -> {whole milk} (conf: 0.276, supp: 0.008, lift: 1.078, conv: 1.028)
{candy} -> {yogurt} (conf: 0.184, supp: 0.005, lift: 1.317, conv: 1.054)
{liquor (appetizer)} -> {canned beer} (conf: 0.218, supp: 0.002, lift: 2.806, conv: 1.179)
{canned beer} -> {other vegetables} (conf: 0.116, supp: 0.009, lift: 0.602, conv: 0.913)
{red/blush wine} -> {canned beer} (conf: 0.132, supp: 0.003, lift: 1.703, conv: 1.063)
{canned beer} -> {rolls/buns} (conf: 0.145, supp: 0.011, lift: 0.790, conv: 0.955)
{shopping bags} -> {canned beer} (conf: 0.116, supp: 0.011, lift: 1.488, conv: 1.043)
{canned beer} -> {shopping bags} (conf: 0.147, supp: 0.011, lift: 1.488, conv: 1.056)
{canned beer} -> {soda} (conf: 0.178, supp: 0.014, lift: 1.021, conv: 1.004)
{canned beer} -> {whole milk} (conf: 0.114, supp: 0.009, lift: 0.446, conv: 0.840)
{canned fish} -> {coffee} (conf: 0.115, supp: 0.002, lift: 1.978, conv: 1.064)
{canned fish} -> {cream cheese } (conf: 0.135, supp: 0.002, lift: 3.408, conv: 1.110)
{canned fish} -> {domestic eggs} (conf: 0.115, supp: 0.002, lift: 1.810, conv: 1.058)
{canned fish} -> {frankfurter} (conf: 0.122, supp: 0.002, lift: 2.062, conv: 1.071)
{canned fish} -> {napkins} (conf: 0.115, supp: 0.002, lift: 2.194, conv: 1.071)
{canned fish} -> {other vegetables} (conf: 0.338, supp: 0.005, lift: 1.746, conv: 1.218)
{canned fish} -> {pastry} (conf: 0.149, supp: 0.002, lift: 1.671, conv: 1.070)
{canned fish} -> {rolls/buns} (conf: 0.270, supp: 0.004, lift: 1.469, conv: 1.118)
{canned fish} -> {root vegetables} (conf: 0.176, supp: 0.003, lift: 1.612, conv: 1.081)
{canned fish} -> {sausage} (conf: 0.128, supp: 0.002, lift: 1.366, conv: 1.039)
{canned fish} -> {shopping bags} (conf: 0.196, supp: 0.003, lift: 1.989, conv: 1.121)
{canned fish} -> {soda} (conf: 0.196, supp: 0.003, lift: 1.124, conv: 1.027)
{canned fish} -> {tropical fruit} (conf: 0.162, supp: 0.002, lift: 1.545, conv: 1.068)
{canned fish} -> {whipped/sour cream} (conf: 0.115, supp: 0.002, lift: 1.602, conv: 1.049)
{canned fish} -> {whole milk} (conf: 0.318, supp: 0.005, lift: 1.243, conv: 1.091)
{canned fish} -> {yogurt} (conf: 0.216, supp: 0.003, lift: 1.550, conv: 1.098)
{canned vegetables} -> {citrus fruit} (conf: 0.198, supp: 0.002, lift: 2.394, conv: 1.144)
{canned vegetables} -> {other vegetables} (conf: 0.434, supp: 0.005, lift: 2.243, conv: 1.425)
{canned vegetables} -> {pip fruit} (conf: 0.160, supp: 0.002, lift: 2.120, conv: 1.101)
{canned vegetables} -> {rolls/buns} (conf: 0.198, supp: 0.002, lift: 1.077, conv: 1.018)
{canned vegetables} -> {root vegetables} (conf: 0.245, supp: 0.003, lift: 2.250, conv: 1.181)
{canned vegetables} -> {soda} (conf: 0.283, supp: 0.003, lift: 1.623, conv: 1.152)
{canned vegetables} -> {tropical fruit} (conf: 0.255, supp: 0.003, lift: 2.427, conv: 1.201)
{canned vegetables} -> {whole milk} (conf: 0.358, supp: 0.004, lift: 1.403, conv: 1.161)
{canned vegetables} -> {yogurt} (conf: 0.283, supp: 0.003, lift: 2.029, conv: 1.200)
{cat food} -> {chocolate} (conf: 0.135, supp: 0.003, lift: 2.728, conv: 1.099)
{cat food} -> {citrus fruit} (conf: 0.157, supp: 0.004, lift: 1.899, conv: 1.088)
{cat food} -> {coffee} (conf: 0.118, supp: 0.003, lift: 2.031, conv: 1.068)
{cat food} -> {curd} (conf: 0.100, supp: 0.002, lift: 1.885, conv: 1.052)
{cat food} -> {domestic eggs} (conf: 0.114, supp: 0.003, lift: 1.789, conv: 1.057)
{cat food} -> {fruit/vegetable juice} (conf: 0.100, supp: 0.002, lift: 1.389, conv: 1.031)
{cat food} -> {margarine} (conf: 0.127, supp: 0.003, lift: 2.162, conv: 1.078)
{cat food} -> {napkins} (conf: 0.153, supp: 0.004, lift: 2.919, conv: 1.119)
{cat food} -> {newspapers} (conf: 0.118, supp: 0.003, lift: 1.477, conv: 1.043)
{cat food} -> {other vegetables} (conf: 0.279, supp: 0.007, lift: 1.444, conv: 1.119)
{cat food} -> {pastry} (conf: 0.135, supp: 0.003, lift: 1.522, conv: 1.054)
{cat food} -> {pip fruit} (conf: 0.105, supp: 0.002, lift: 1.385, conv: 1.033)
{cat food} -> {pork} (conf: 0.105, supp: 0.002, lift: 1.818, conv: 1.053)
{cat food} -> {rolls/buns} (conf: 0.170, supp: 0.004, lift: 0.926, conv: 0.984)
{cat food} -> {root vegetables} (conf: 0.201, supp: 0.005, lift: 1.843, conv: 1.115)
{cat food} -> {sausage} (conf: 0.153, supp: 0.004, lift: 1.627, conv: 1.070)
{cat food} -> {shopping bags} (conf: 0.197, supp: 0.005, lift: 1.994, conv: 1.122)
{cat food} -> {soda} (conf: 0.197, supp: 0.005, lift: 1.127, conv: 1.028)
{cat food} -> {tropical fruit} (conf: 0.205, supp: 0.005, lift: 1.956, conv: 1.126)
{cat food} -> {whipped/sour cream} (conf: 0.122, supp: 0.003, lift: 1.706, conv: 1.058)
{cat food} -> {whole milk} (conf: 0.380, supp: 0.009, lift: 1.487, conv: 1.201)
{cat food} -> {yogurt} (conf: 0.266, supp: 0.006, lift: 1.909, conv: 1.173)
{cereals} -> {other vegetables} (conf: 0.357, supp: 0.002, lift: 1.846, conv: 1.255)
{cereals} -> {whole milk} (conf: 0.643, supp: 0.004, lift: 2.516, conv: 2.085)
{cereals} -> {yogurt} (conf: 0.375, supp: 0.002, lift: 2.688, conv: 1.377)
{chewing gum} -> {other vegetables} (conf: 0.217, supp: 0.005, lift: 1.124, conv: 1.031)
{chewing gum} -> {pip fruit} (conf: 0.106, supp: 0.002, lift: 1.405, conv: 1.034)
{chewing gum} -> {rolls/buns} (conf: 0.184, supp: 0.004, lift: 0.998, conv: 1.000)
{chewing gum} -> {sausage} (conf: 0.116, supp: 0.002, lift: 1.234, conv: 1.025)
{chewing gum} -> {shopping bags} (conf: 0.155, supp: 0.003, lift: 1.569, conv: 1.066)
{chewing gum} -> {soda} (conf: 0.256, supp: 0.005, lift: 1.468, conv: 1.110)
{chewing gum} -> {tropical fruit} (conf: 0.121, supp: 0.003, lift: 1.151, conv: 1.018)
{chewing gum} -> {whole milk} (conf: 0.242, supp: 0.005, lift: 0.945, conv: 0.982)
{chewing gum} -> {yogurt} (conf: 0.111, supp: 0.002, lift: 0.796, conv: 0.968)
{chicken} -> {citrus fruit} (conf: 0.161, supp: 0.007, lift: 1.947, conv: 1.093)
{chicken} -> {domestic eggs} (conf: 0.145, supp: 0.006, lift: 2.278, conv: 1.095)
{flour} -> {chicken} (conf: 0.105, supp: 0.002, lift: 2.453, conv: 1.070)
{frozen vegetables} -> {chicken} (conf: 0.140, supp: 0.007, lift: 3.252, conv: 1.112)
{chicken} -> {frozen vegetables} (conf: 0.156, supp: 0.007, lift: 3.252, conv: 1.128)
{hamburger meat} -> {chicken} (conf: 0.113, supp: 0.004, lift: 2.637, conv: 1.079)
{herbs} -> {chicken} (conf: 0.125, supp: 0.002, lift: 2.913, conv: 1.094)
{chicken} -> {margarine} (conf: 0.109, supp: 0.005, lift: 1.861, conv: 1.057)
{chicken} -> {newspapers} (conf: 0.121, supp: 0.005, lift: 1.514, conv: 1.047)
{chicken} -> {other vegetables} (conf: 0.417, supp: 0.018, lift: 2.155, conv: 1.384)
{chicken} -> {pastry} (conf: 0.111, supp: 0.005, lift: 1.252, conv: 1.025)
{pickled vegetables} -> {chicken} (conf: 0.108, supp: 0.002, lift: 2.516, conv: 1.073)
{chicken} -> {pip fruit} (conf: 0.111, supp: 0.005, lift: 1.472, conv: 1.040)
{pork} -> {chicken} (conf: 0.101, supp: 0.006, lift: 2.343, conv: 1.064)
{chicken} -> {pork} (conf: 0.135, supp: 0.006, lift: 2.343, conv: 1.090)
{chicken} -> {rolls/buns} (conf: 0.225, supp: 0.010, lift: 1.224, conv: 1.053)
{chicken} -> {root vegetables} (conf: 0.254, supp: 0.011, lift: 2.326, conv: 1.194)
{chicken} -> {sausage} (conf: 0.123, supp: 0.005, lift: 1.312, conv: 1.033)
{chicken} -> {shopping bags} (conf: 0.116, supp: 0.005, lift: 1.179, conv: 1.020)
{chicken} -> {soda} (conf: 0.194, supp: 0.008, lift: 1.114, conv: 1.025)
{soft cheese} -> {chicken} (conf: 0.113, supp: 0.002, lift: 2.636, conv: 1.079)
{chicken} -> {tropical fruit} (conf: 0.149, supp: 0.006, lift: 1.423, conv: 1.052)
{whipped/sour cream} -> {chicken} (conf: 0.101, supp: 0.007, lift: 2.347, conv: 1.064)
{chicken} -> {whipped/sour cream} (conf: 0.168, supp: 0.007, lift: 2.347, conv: 1.116)
{chicken} -> {whole milk} (conf: 0.410, supp: 0.018, lift: 1.604, conv: 1.262)
{chicken} -> {yogurt} (conf: 0.194, supp: 0.008, lift: 1.393, conv: 1.068)
{chocolate} -> {citrus fruit} (conf: 0.129, supp: 0.006, lift: 1.560, conv: 1.053)
{flour} -> {chocolate} (conf: 0.105, supp: 0.002, lift: 2.121, conv: 1.062)
{chocolate} -> {fruit/vegetable juice} (conf: 0.137, supp: 0.007, lift: 1.899, conv: 1.075)
{grapes} -> {chocolate} (conf: 0.109, supp: 0.002, lift: 2.199, conv: 1.067)
{ham} -> {chocolate} (conf: 0.105, supp: 0.003, lift: 2.126, conv: 1.062)
{long life bakery product} -> {chocolate} (conf: 0.141, supp: 0.005, lift: 2.848, conv: 1.107)
{chocolate} -> {long life bakery product} (conf: 0.107, supp: 0.005, lift: 2.848, conv: 1.077)
{chocolate} -> {newspapers} (conf: 0.111, supp: 0.005, lift: 1.386, conv: 1.035)
{chocolate} -> {other vegetables} (conf: 0.256, supp: 0.013, lift: 1.324, conv: 1.084)
{chocolate} -> {pastry} (conf: 0.162, supp: 0.008, lift: 1.820, conv: 1.087)
{chocolate} -> {pip fruit} (conf: 0.123, supp: 0.006, lift: 1.625, conv: 1.054)
{chocolate} -> {rolls/buns} (conf: 0.238, supp: 0.012, lift: 1.292, conv: 1.071)
{chocolate} -> {root vegetables} (conf: 0.129, supp: 0.006, lift: 1.184, conv: 1.023)
{chocolate} -> {sausage} (conf: 0.133, supp: 0.007, lift: 1.418, conv: 1.045)
{chocolate} -> {shopping bags} (conf: 0.164, supp: 0.008, lift: 1.664, conv: 1.078)
{chocolate} -> {soda} (conf: 0.273, supp: 0.014, lift: 1.563, conv: 1.135)
{soft cheese} -> {chocolate} (conf: 0.119, supp: 0.002, lift: 2.399, conv: 1.079)
{specialty bar} -> {chocolate} (conf: 0.108, supp: 0.003, lift: 2.173, conv: 1.065)
{specialty chocolate} -> {chocolate} (conf: 0.104, supp: 0.003, lift: 2.090, conv: 1.060)
{chocolate} -> {tropical fruit} (conf: 0.164, supp: 0.008, lift: 1.562, conv: 1.071)
{waffles} -> {chocolate} (conf: 0.151, supp: 0.006, lift: 3.039, conv: 1.119)
{chocolate} -> {waffles} (conf: 0.117, supp: 0.006, lift: 3.039, conv: 1.089)
{white bread} -> {chocolate} (conf: 0.101, supp: 0.004, lift: 2.045, conv: 1.058)
{chocolate} -> {whole milk} (conf: 0.336, supp: 0.017, lift: 1.315, conv: 1.121)
{chocolate} -> {yogurt} (conf: 0.186, supp: 0.009, lift: 1.337, conv: 1.058)
{chocolate marshmallow} -> {domestic eggs} (conf: 0.202, supp: 0.002, lift: 3.188, conv: 1.174)
{chocolate marshmallow} -> {other vegetables} (conf: 0.225, supp: 0.002, lift: 1.161, conv: 1.040)
{chocolate marshmallow} -> {rolls/buns} (conf: 0.247, supp: 0.002, lift: 1.344, conv: 1.084)
{chocolate marshmallow} -> {soda} (conf: 0.270, supp: 0.002, lift: 1.546, conv: 1.130)
{chocolate marshmallow} -> {tropical fruit} (conf: 0.202, supp: 0.002, lift: 1.927, conv: 1.122)
{chocolate marshmallow} -> {whole milk} (conf: 0.348, supp: 0.003, lift: 1.363, conv: 1.142)
{coffee} -> {citrus fruit} (conf: 0.110, supp: 0.006, lift: 1.333, conv: 1.031)
{cream cheese } -> {citrus fruit} (conf: 0.144, supp: 0.006, lift: 1.735, conv: 1.071)
{curd} -> {citrus fruit} (conf: 0.134, supp: 0.007, lift: 1.614, conv: 1.059)
{dessert} -> {citrus fruit} (conf: 0.115, supp: 0.004, lift: 1.390, conv: 1.037)
{detergent} -> {citrus fruit} (conf: 0.122, supp: 0.002, lift: 1.470, conv: 1.044)
{dishes} -> {citrus fruit} (conf: 0.121, supp: 0.002, lift: 1.467, conv: 1.044)
{domestic eggs} -> {citrus fruit} (conf: 0.163, supp: 0.010, lift: 1.975, conv: 1.096)
{citrus fruit} -> {domestic eggs} (conf: 0.125, supp: 0.010, lift: 1.975, conv: 1.071)
{flour} -> {citrus fruit} (conf: 0.187, supp: 0.003, lift: 2.261, conv: 1.128)
{frankfurter} -> {citrus fruit} (conf: 0.110, supp: 0.007, lift: 1.333, conv: 1.031)
{frozen meals} -> {citrus fruit} (conf: 0.118, supp: 0.003, lift: 1.429, conv: 1.040)
{frozen vegetables} -> {citrus fruit} (conf: 0.137, supp: 0.007, lift: 1.660, conv: 1.063)
{fruit/vegetable juice} -> {citrus fruit} (conf: 0.143, supp: 0.010, lift: 1.733, conv: 1.071)
{citrus fruit} -> {fruit/vegetable juice} (conf: 0.125, supp: 0.010, lift: 1.733, conv: 1.061)
{grapes} -> {citrus fruit} (conf: 0.173, supp: 0.004, lift: 2.087, conv: 1.109)
{ham} -> {citrus fruit} (conf: 0.109, supp: 0.003, lift: 1.322, conv: 1.030)
{hamburger meat} -> {citrus fruit} (conf: 0.119, supp: 0.004, lift: 1.441, conv: 1.041)
{hard cheese} -> {citrus fruit} (conf: 0.129, supp: 0.003, lift: 1.554, conv: 1.053)
{herbs} -> {citrus fruit} (conf: 0.181, supp: 0.003, lift: 2.190, conv: 1.120)
{hygiene articles} -> {citrus fruit} (conf: 0.160, supp: 0.005, lift: 1.939, conv: 1.093)
{long life bakery product} -> {citrus fruit} (conf: 0.111, supp: 0.004, lift: 1.346, conv: 1.032)
{margarine} -> {citrus fruit} (conf: 0.135, supp: 0.008, lift: 1.636, conv: 1.061)
{meat} -> {citrus fruit} (conf: 0.134, supp: 0.003, lift: 1.617, conv: 1.059)
{mustard} -> {citrus fruit} (conf: 0.153, supp: 0.002, lift: 1.843, conv: 1.082)
{napkins} -> {citrus fruit} (conf: 0.146, supp: 0.008, lift: 1.760, conv: 1.074)
{newspapers} -> {citrus fruit} (conf: 0.104, supp: 0.008, lift: 1.262, conv: 1.024)
{citrus fruit} -> {newspapers} (conf: 0.101, supp: 0.008, lift: 1.262, conv: 1.023)
{oil} -> {citrus fruit} (conf: 0.178, supp: 0.005, lift: 2.145, conv: 1.115)
{onions} -> {citrus fruit} (conf: 0.180, supp: 0.006, lift: 2.179, conv: 1.119)
{other vegetables} -> {citrus fruit} (conf: 0.149, supp: 0.029, lift: 1.803, conv: 1.078)
{citrus fruit} -> {other vegetables} (conf: 0.349, supp: 0.029, lift: 1.803, conv: 1.239)
{packaged fruit/vegetables} -> {citrus fruit} (conf: 0.133, supp: 0.002, lift: 1.605, conv: 1.058)
{pasta} -> {citrus fruit} (conf: 0.122, supp: 0.002, lift: 1.469, conv: 1.044)
{pastry} -> {citrus fruit} (conf: 0.110, supp: 0.010, lift: 1.326, conv: 1.030)
{citrus fruit} -> {pastry} (conf: 0.118, supp: 0.010, lift: 1.326, conv: 1.033)
{pickled vegetables} -> {citrus fruit} (conf: 0.170, supp: 0.003, lift: 2.059, conv: 1.106)
{pip fruit} -> {citrus fruit} (conf: 0.183, supp: 0.014, lift: 2.209, conv: 1.122)
{citrus fruit} -> {pip fruit} (conf: 0.167, supp: 0.014, lift: 2.209, conv: 1.110)
{pork} -> {citrus fruit} (conf: 0.113, supp: 0.007, lift: 1.364, conv: 1.034)
{pot plants} -> {citrus fruit} (conf: 0.124, supp: 0.002, lift: 1.493, conv: 1.047)
{processed cheese} -> {citrus fruit} (conf: 0.129, supp: 0.002, lift: 1.557, conv: 1.053)
{red/blush wine} -> {citrus fruit} (conf: 0.106, supp: 0.002, lift: 1.279, conv: 1.026)
{rice} -> {citrus fruit} (conf: 0.240, supp: 0.002, lift: 2.900, conv: 1.207)
{citrus fruit} -> {rolls/buns} (conf: 0.203, supp: 0.017, lift: 1.102, conv: 1.024)
{root vegetables} -> {citrus fruit} (conf: 0.162, supp: 0.018, lift: 1.961, conv: 1.095)
{citrus fruit} -> {root vegetables} (conf: 0.214, supp: 0.018, lift: 1.961, conv: 1.133)
{sausage} -> {citrus fruit} (conf: 0.120, supp: 0.011, lift: 1.451, conv: 1.042)
{citrus fruit} -> {sausage} (conf: 0.136, supp: 0.011, lift: 1.451, conv: 1.049)
{seasonal products} -> {citrus fruit} (conf: 0.136, supp: 0.002, lift: 1.640, conv: 1.061)
{semi-finished bread} -> {citrus fruit} (conf: 0.138, supp: 0.002, lift: 1.667, conv: 1.064)
{citrus fruit} -> {shopping bags} (conf: 0.118, supp: 0.010, lift: 1.197, conv: 1.022)
{sliced cheese} -> {citrus fruit} (conf: 0.141, supp: 0.003, lift: 1.705, conv: 1.068)
{citrus fruit} -> {soda} (conf: 0.155, supp: 0.013, lift: 0.888, conv: 0.977)
